2_1	       120	    1
2_1	       121	    2
2_1	       121	    2
2_1	       123	    2
2_1	       124	    3
2_1	       125	    3
2_1	       126	    3
2_1	       126	    3
2_1	       127	    4
2_1	       128	    4
2_1	       129	    4
2_1	       130	    5
2_1	       130	    5
2_1	       131	    5
2_1	       133	    1
2_1	       133	    2
2_1	       134	    2
2_1	       134	    2
2_1	       134	    2
2_1	       135	    2
2_1	       136	    1
2_1	       137	    1
2_1	       137	    1
2_1	       138	    2
2_1	       138	    2
2_1	       140	    2
2_1	       140	    2
2_1	       142	    3
2_1	       142	    3
2_1	       144	    3
2_1	       145	    4
2_1	       145	    4
2_1	       147	    4
2_1	       147	    4
2_1	       148	    5
2_1	       149	    1
2_1	       149	    2
2_1	       150	    2
2_1	       150	    2
2_1	       151	    2
2_1	       152	    1
2_1	       154	    1
2_1	       154	    2
2_1	       154	    2
2_1	       156	    1
2_1	       156	    2
2_1	       157	    2
2_1	       159	    3
2_1	       159	    3
2_1	       162	    4
2_1	       162	    4
2_1	       162	    4
2_1	       165	    5
2_1	       165	    5
2_1	       166	    5
2_1	       166	    1
2_1	       166	    2
2_1	       168	    2
2_1	       168	    2
2_1	       169	    3
2_1	       170	    1
2_1	       172	    1
2_1	       172	    2
2_1	       173	    2
2_1	       173	    2
2_1	       175	    1
2_1	       176	    1
2_1	       176	    2
2_1	       177	    2
2_1	       179	    3
2_1	       179	    3
2_1	       181	    3
2_1	       182	    4
2_1	       182	    4
2_1	       184	    4
2_1	       185	    5
2_1	       185	    5
2_1	       186	    5
2_1	       187	    5
2_1	       187	    5
2_1	       188	    6
2_1	       189	    1
2_1	       189	    2
2_1	       190	    3
2_1	       190	    3
2_1	       191	    3
2_1	       191	    3
2_1	       191	    3
2_1	       193	    1
2_1	       193	    1
2_1	       194	    1
2_1	       195	    2
2_1	       195	    2
2_1	       195	    2
2_1	       198	    1
2_1	       198	    2
2_1	       198	    2
2_1	       201	    3
2_1	       201	    3
2_1	       203	    3
2_1	       203	    3
2_1	       204	    4
2_1	       206	    4
2_1	       206	    4
2_1	       207	    5
2_1	       207	    5
2_1	       208	    5
2_1	       208	    5
2_1	       210	    6
2_1	       210	    6
2_1	       211	    6
2_1	       212	    6
2_1	       212	    1
2_1	       212	    2
2_1	       212	    3
2_1	       213	    3
2_1	       213	    3
2_1	       214	    3
2_1	       216	    1
2_1	       216	    1
2_1	       216	    2
2_1	       217	    2
2_1	       218	    2
2_1	       219	    1
2_1	       220	    2
2_1	       221	    2
2_1	       223	    3
2_1	       223	    3
2_1	       224	    3
2_1	       224	    3
2_1	       225	    3
2_1	       225	    3
2_1	       226	    4
2_1	       227	    4
2_1	       227	    4
2_1	       228	    4
2_1	       229	    5
2_1	       230	    5
2_1	       230	    5
2_1	       231	    5
2_1	       231	    5
2_1	       232	    6
2_1	       233	    6
2_1	       234	    1
2_1	       234	    2
2_1	       235	    3
2_1	       237	    1
2_1	       237	    1
2_1	       238	    1
2_1	       238	    1
2_1	       240	    2
2_1	       242	    2
2_1	       242	    2
2_1	       243	    3
2_1	       245	    3
2_1	       246	    4
2_1	       246	    4
2_1	       246	    4
2_1	       248	    4
2_1	       248	    4
2_1	       249	    5
2_1	       249	    5
2_1	       251	    5
2_1	       251	    5
2_1	       252	    6
2_1	       252	    6
2_1	       253	    6
2_1	       255	    1
2_1	       255	    2
2_1	       256	    3
2_1	       256	    3
2_1	       257	    1
2_1	       259	    1
2_1	       259	    1
2_1	       259	    1
2_1	       259	    2
2_1	       260	    2
2_1	       260	    2
2_1	       262	    1
2_1	       262	    2
2_1	       262	    2
2_1	       264	    2
2_1	       264	    2
2_1	       266	    3
2_1	       266	    3
2_1	       268	    3
2_1	       268	    3
2_1	       269	    4
2_1	       270	    4
2_1	       270	    4
2_1	       271	    4
2_1	       271	    4
2_1	       273	    5
2_1	       273	    5
2_1	       274	    5
2_1	       275	    1
2_1	       275	    2
2_1	       277	    2
2_1	       278	    1
2_1	       280	    1
2_1	       282	    2
2_1	       284	    2
2_1	       285	    3
2_1	       286	    3
2_1	       287	    3
2_1	       287	    3
2_1	       288	    4
2_1	       289	    4
2_1	       289	    4
2_1	       290	    4
2_1	       290	    4
2_1	       291	    5
2_1	       292	    5
2_1	       293	    5
2_1	       293	    5
2_1	       294	    6
2_1	       294	    6
2_1	       296	    1
2_1	       296	    2
2_1	       297	    3
2_1	       297	    3
2_1	       297	    3
2_1	       298	    3
2_1	       298	    3
2_1	       300	    1
2_1	       301	    1
2_1	       301	    1
2_1	       302	    2
2_1	       302	    2
2_1	       302	    2
2_1	       305	    1
2_1	       305	    1
2_1	       306	    2
2_1	       306	    2
2_1	       309	    3
2_1	       309	    3
2_1	       311	    3
2_1	       311	    3
2_1	       312	    4
2_1	       313	    4
2_1	       314	    4
2_1	       314	    4
2_1	       315	    5
2_1	       316	    5
2_1	       316	    5
2_1	       318	    6
2_1	       318	    6
2_1	       318	    6
2_1	       319	    6
2_1	       320	    6
2_1	       321	    7
2_1	       321	    7
2_1	       322	    7
2_1	       322	    1
2_1	       322	    2
2_1	       323	    3
2_1	       323	    3
2_1	       325	    3
2_1	       325	    3
2_1	       325	    3
2_1	       326	    1
2_1	       327	    1
2_1	       327	    1
2_1	       329	    2
2_1	       329	    2
2_1	       330	    2
2_1	       333	    1
2_1	       333	    2
2_1	       333	    2
2_1	       336	    3
2_1	       336	    3
2_1	       337	    3
2_1	       338	    3
2_1	       338	    3
2_1	       340	    4
2_1	       340	    4
2_1	       341	    4
2_1	       342	    4
2_1	       342	    4
2_1	       343	    5
2_1	       344	    5
2_1	       344	    5
2_1	       345	    5
2_1	       346	    6
2_1	       346	    6
2_1	       347	    6
2_1	       348	    6
2_1	       348	    6
2_1	       349	    7
2_1	       349	    7
2_1	       350	    7
